Name;Position;Age;ca;pa;Nationality;Club;Corners;Crossing;Dribbling;Finishing;First Touch;Free Kick Taking;Heading;Long Shots;Long Throws;Marking;Passing;Penalty Taking;Tackling;Technique;Aggressiion;Anticipation;Bravery;Composure;Concentration;Vision;Decision;Determination;Flair;Leadership;Off The Ball;Position;Teamwork;Work Rate;Acceleration;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Stability;Foul;Contest performance;Injury;diversity;Aerial Reach;Command Of Area;Communication;Eccentricity;Handling;Kicking;One On Ones;Reflexes;Rushing Out;Punching;Throwing;Adaptation;Ambition;Argue;Loyal;Resistant to stress;Professional;Sportsmanship;Emotional control;GK;DL;DC;DR;WBL;WBR;DM;ML;MC;MR;AML;AMC;AMR;ST;Height;Weight;Left Foot;Right Foot;Values;Current reputation;Domestic reputation;World reputation;Race;RCA;Colour of skin;Date of birth;Number of national team appearances;Goals scored for the national team;Salary;Rental club;UID
Mario Gaspar;D/WB R;31;123;153;Spain;Watford;8;13;12;9;12;6;7;9;13;15;12;8;16;12;13;15;14;13;15;11;11;15;9;14;13;14;15;14;10;14;13;9;13;10;13;10;14;10;13;8;7;3;3;1;1;2;4;3;1;2;3;2;17;12;4;17;13;16;11;12;1;1;12;20;1;17;1;1;1;10;1;1;1;1;182;74;11;20;2601241;6150;6650;5150;Mediterranean_Hispanic;123;5;24/11/1990;3;2;9279;;67066949
Samuel Kalu;AM RL;24;123;146;Nigeria;Watford;13;14;15;12;12;12;6;11;5;6;12;12;5;14;8;10;13;13;8;10;10;10;15;4;13;4;7;8;16;13;12;6;13;15;13;10;7;7;12;14;10;1;3;2;1;2;3;3;2;3;1;2;12;17;13;10;8;7;12;12;1;1;1;7;1;7;1;1;1;8;17;10;20;15;176;74;8;20;4005342;6143;6243;4743;African_Caribbean;117;16;26/08/1997;17;2;19139;;63029733
Mart°n Garay;D R;23;123;132;Argentina;Club AtlÇtico Estudiantes de Buenos Aires;6;11;12;7;12;7;9;12;12;13;12;6;14;13;12;13;14;12;12;12;11;12;12;9;14;13;12;15;15;14;12;7;14;14;15;10;12;9;12;6;14;1;1;3;2;3;3;3;4;3;1;2;17;11;5;11;10;13;11;9;1;1;7;20;1;15;1;1;1;14;1;1;1;1;167;67;7;20;2480141;6294;6263;3499;Mediterranean_Hispanic;123;7;16/03/1999;0;0;2521;Club AtlÇtico Tucum†n;14205434
Ra£l Gudi§o;GK;26;123;134;Mexico;Atlanta United FC;3;3;2;3;6;7;3;3;1;3;5;1;1;6;6;13;15;12;8;6;9;13;5;8;3;14;12;16;12;14;14;16;13;13;12;13;7;7;6;5;9;16;13;13;12;9;14;11;15;14;10;14;16;19;8;10;10;14;17;12;20;1;1;1;1;1;1;1;1;1;1;1;1;1;196;82;5;20;241241;5608;5630;4030;Mediterranean_Hispanic;116;5;22/04/1996;5;0;4794;;51043662
Quentin Merlin;D/WB/M/AM L;20;123;-8;France;FC Nantes;15;15;12;11;13;11;8;13;6;12;13;11;11;13;8;12;12;13;12;13;11;15;11;10;11;11;12;12;12;12;11;8;11;12;13;10;13;7;10;5;12;3;2;3;3;2;2;3;1;1;1;1;12;12;10;13;13;14;13;10;1;20;1;1;19;1;1;18;13;1;17;13;1;12;174;64;20;9;56265190;6142;6142;2242;Northern_European;111;4;16/05/2002;0;0;9367;;49048372
Diogo;AM/S R;35;123;133;Brazil;BG Pathum United;8;12;13;14;14;10;13;9;4;10;13;13;10;13;10;13;12;14;12;14;13;6;13;7;13;9;12;12;12;11;10;12;12;12;11;12;15;12;10;14;13;3;1;1;3;2;1;2;3;4;3;3;8;13;14;8;7;7;6;8;1;1;1;1;1;2;1;7;6;9;12;13;17;20;181;80;11;20;93687;6150;6150;3900;Mixed_Race;122;12;26/05/1987;0;0;20306;;19004961
Alessandro Zanoli;D RC;21;123;146;Italy;Parthenope;8;11;9;6;11;6;11;8;14;12;11;7;14;11;9;13;12;12;14;10;12;13;6;7;12;13;13;13;13;12;14;13;14;14;14;14;12;7;9;6;14;3;3;1;2;3;4;2;2;1;2;2;15;14;6;11;13;14;10;12;1;13;16;20;10;14;1;1;1;14;1;1;1;1;188;81;10;20;4807499;6150;5800;3500;Mediterranean_Hispanic;123;3;03/10/2000;0;0;2115;;43390940
Dia Saba;AM/S RC;29;123;125;Israel;Sivasspor;12;12;15;14;15;12;8;12;8;3;13;12;8;14;10;12;9;13;12;13;12;14;16;8;15;4;8;10;15;15;12;2;8;13;10;6;9;10;10;8;9;1;2;3;3;2;3;1;2;2;2;1;14;11;10;10;6;8;12;8;1;1;1;1;1;1;1;1;10;1;14;20;17;18;166;68;20;9;2168068;6000;6250;5000;North_African__Middle_Eastern;118;6;18/11/1992;11;3;19229;;42029692
Gustavo Ferrareis;WB/M/AM RLC;26;123;128;Brazil;CF Puebla de la Franja;10;12;13;12;12;11;9;11;8;9;13;10;8;13;13;10;12;12;10;13;11;12;13;5;13;8;12;12;13;13;12;9;13;14;12;9;10;13;2;6;12;1;3;1;1;3;1;3;2;3;2;1;13;12;8;11;12;11;7;11;1;1;1;1;1;16;1;12;15;20;17;16;18;1;177;71;9;20;643003;5867;5878;2228;Mediterranean_Hispanic;111;8;02/01/1996;0;0;7562;;19247695
Nir Bitton;D/DM/M C;30;123;135;Israel,Romania;Maccabi Tel-Aviv;7;11;11;8;13;10;13;12;7;13;16;14;13;13;13;12;8;14;11;15;11;9;10;14;12;13;14;12;10;9;13;17;12;11;13;13;11;9;11;10;14;3;1;1;2;1;3;3;3;3;1;2;17;10;13;15;14;18;12;8;1;1;16;1;1;1;20;1;19;1;1;1;1;1;195;80;13;20;1122940;6150;6150;5700;North_African__Middle_Eastern;122;4;30/10/1991;39;3;17482;;42009400
Marlos;AM RC;34;123;160;Ukraine,Brazil;ATP;13;14;17;12;15;14;8;14;5;5;13;14;6;18;13;13;11;14;10;14;11;13;17;5;16;5;12;9;11;14;15;8;12;10;9;11;11;8;12;10;14;2;1;3;2;2;2;3;2;1;2;3;12;6;9;16;13;15;14;12;1;1;1;1;1;1;1;1;14;14;1;15;20;10;174;76;20;14;123869;6239;6239;4495;Mediterranean_Hispanic;122;10;07/06/1988;28;1;9124;;19004998
Andrea Carboni;D LC;21;123;156;Italy;Brianza;5;8;8;5;9;5;15;5;8;13;10;5;14;9;11;12;13;12;13;12;13;14;9;13;7;13;14;13;13;12;12;15;11;12;13;14;13;14;11;7;10;2;1;3;2;4;1;2;3;2;1;1;7;15;5;12;13;13;8;18;1;16;20;1;12;1;1;1;1;1;1;1;1;1;185;70;20;8;4246399;6150;6350;4400;Mediterranean_Hispanic;123;2;04/02/2001;0;0;14621;;43391662
Yayah Kallon;AM/S RL;21;123;145;Sierra Leone;Genoa CFC;5;9;14;11;12;8;10;10;3;4;11;9;7;12;9;10;11;10;9;9;12;11;10;6;12;7;9;11;16;14;12;8;14;15;12;11;11;7;11;6;13;1;3;2;2;2;2;4;2;2;2;2;14;13;2;13;15;12;13;13;1;1;1;1;8;8;1;12;1;12;15;14;19;20;175;70;20;10;5595999;6150;5512;4509;African_Caribbean;106;15;30/06/2001;0;0;14448;Hellas Verona;43459202
Agust°n Bouzat;M/AM RL;28;123;125;Argentina;Club AtlÇtico VÇlez Sarsfield;7;9;11;7;11;7;8;11;7;12;11;12;12;13;15;12;8;9;14;13;12;13;9;11;15;15;17;17;14;15;10;7;15;12;17;8;9;4;9;8;16;1;1;1;2;1;4;2;3;2;2;1;12;11;8;10;10;14;13;8;1;12;1;8;14;10;1;16;1;18;18;8;20;1;169;72;20;8;2390172;6060;6075;3425;Mediterranean_Hispanic;120;6;28/03/1994;0;0;10919;Colo Colo;14045903
Jhon Murillo;AM RL;26;123;129;Venezuela;Club AtlÇtico San Luis;8;9;14;11;12;5;9;11;4;5;10;13;5;12;10;12;12;8;11;10;7;14;16;4;7;5;7;9;18;15;13;7;16;17;12;7;8;11;12;6;8;3;2;3;3;2;2;2;1;1;2;2;13;13;6;10;12;14;8;12;1;1;1;10;1;13;1;12;1;12;19;14;20;15;170;65;8;20;1139744;6014;6107;4157;African_Caribbean;108;14;21/11/1995;37;4;8263;;86033687
Alan Medina;M/AM/S R;24;123;133;Uruguay;Liverpool F£tbol Club;14;13;13;15;15;14;13;14;11;10;10;7;8;14;11;9;10;8;7;11;10;12;14;13;13;10;11;13;15;15;9;6;6;11;12;7;9;15;5;9;15;2;3;2;2;1;2;1;2;4;2;2;17;10;1;13;11;13;10;14;1;1;1;10;1;12;1;1;1;18;1;1;20;16;171;68;13;20;1062793;5738;5738;5242;Mediterranean_Hispanic;119;8;10/04/1998;0;0;1160;;78095059
Ofir Marciano;GK;32;123;130;Israel,Portugal;Feyenoord Rotterdam;3;1;2;1;12;5;8;1;1;3;11;2;1;8;7;13;13;11;11;5;11;14;2;6;3;12;12;15;11;9;12;15;6;9;14;13;12;8;12;6;12;15;15;15;6;12;12;15;17;12;11;11;11;10;12;7;8;13;11;8;20;1;1;1;1;1;1;1;1;1;1;1;1;1;193;86;6;20;353208;5489;5503;3994;North_African__Middle_Eastern;122;2;07/10/1989;39;0;3999;;42004331
Diego Tardelli;S RLC;37;123;152;Brazil,Italy;;6;12;15;14;15;11;11;12;4;5;14;16;9;15;10;13;12;13;12;15;13;13;14;15;13;7;12;11;13;12;10;10;11;12;11;10;11;12;13;15;15;1;3;3;2;3;3;1;2;1;4;3;10;14;9;14;15;13;10;11;1;1;1;1;1;1;1;1;1;1;15;15;15;20;178;73;9;20;-1;6150;6150;3250;Mixed_Race;121;8;10/05/1985;14;3;;;8825510
Lucas Villalba;D/WB LC;27;123;123;Argentina;Asociaci¢n AtlÇtica Argentinos Juniors;15;14;9;8;9;12;11;12;15;14;12;12;13;11;10;12;12;12;13;10;12;11;2;8;12;14;14;13;13;13;11;11;14;13;14;12;12;7;8;7;14;3;1;2;1;3;2;1;2;3;2;1;15;8;12;4;11;11;11;16;1;20;16;1;18;1;8;1;1;1;1;1;1;1;177;74;20;7;3345188;5952;5952;3233;Mediterranean_Hispanic;123;8;19/08/1994;0;0;7087;;14063401
Patric1;D/WB R;33;123;129;Brazil;AMG;9;12;12;9;12;11;6;10;12;11;13;12;12;12;15;11;14;12;12;12;11;15;13;14;12;11;14;15;13;12;12;7;15;13;14;11;12;11;11;3;16;1;3;1;1;3;2;4;2;2;2;3;14;16;13;13;13;13;12;11;1;14;1;18;11;20;8;9;8;14;9;5;14;1;173;79;10;20;422849;6138;6138;3218;Mixed_Race;119;12;25/03/1989;0;0;5591;;316767
Carlinhos;M/AM C;28;122;130;Brazil;Portimonense Sporting Clube;13;13;14;12;14;13;7;14;13;9;13;12;9;14;14;8;10;13;11;14;11;13;15;9;14;8;10;8;12;12;12;8;6;14;12;12;10;12;8;10;14;1;3;2;2;3;4;3;3;3;3;3;15;17;15;7;16;9;12;8;1;1;1;1;1;1;10;10;20;10;14;20;13;7;179;81;13;20;1154248;6100;6100;4500;Mixed_Race;119;13;22/06/1994;0;0;2500;;92057437
Dodì1;D/WB L;30;122;136;Brazil,Portugal;ATM;13;14;13;8;14;5;5;12;13;14;13;9;13;12;13;14;9;14;13;12;13;13;13;6;13;14;16;15;13;14;12;9;13;12;11;8;14;8;11;12;10;3;3;3;1;3;3;1;3;2;3;1;12;15;9;8;11;15;13;13;1;20;1;1;20;1;1;1;1;1;1;1;1;1;177;69;20;8;243162;5628;5978;3739;Mediterranean_Hispanic;120;3;06/02/1992;0;0;11182;;19074834
Jo∆o Paulo2;AM/S RL;34;122;122;Brazil;Qairat Almaty;13;13;13;14;12;16;8;15;3;3;13;14;5;13;10;12;11;13;10;12;9;11;14;6;15;5;10;9;15;14;13;6;12;15;12;10;11;7;8;8;13;3;2;3;2;2;1;2;2;1;2;2;10;13;9;14;10;15;15;13;1;1;1;1;1;1;1;1;1;1;17;11;19;20;170;61;11;20;93227;6100;5432;4616;Mixed_Race;117;12;02/06/1988;0;0;23078;;19074922
Juan Cruz;D/WB/M LC;29;122;132;Spain;AtlÇtico Pamplona;10;13;11;7;9;10;12;10;12;13;12;5;13;11;12;13;14;9;13;10;11;6;8;8;14;14;14;16;13;14;11;12;12;13;14;11;14;13;9;11;15;3;3;1;3;3;2;3;2;3;4;1;14;11;4;7;9;11;10;10;1;20;19;1;18;1;14;16;10;1;9;1;1;1;180;79;20;7;756930;5800;5800;3050;Mediterranean_Hispanic;119;8;28/07/1992;0;0;3030;;43077014
Leonardo1;S;25;122;125;Brazil;Ulsan Hyundai;8;10;13;13;13;9;11;9;12;11;11;10;9;13;12;12;12;14;12;12;13;8;10;7;11;12;11;13;11;15;13;12;12;12;14;14;10;16;11;7;12;2;2;2;2;3;2;3;2;1;1;1;7;8;9;9;7;5;7;6;1;1;1;1;1;1;1;1;1;1;1;1;1;20;180;75;10;20;1734391;6067;5281;3198;Mediterranean_Hispanic;122;10;28/05/1997;0;0;5425;;19250578
Lincoln1;S;21;122;134;Brazil;CEC;5;10;12;13;13;10;12;10;2;6;13;12;6;13;11;12;14;13;11;11;11;13;13;7;15;5;13;12;13;12;15;13;14;13;14;15;12;7;2;5;6;3;2;1;3;3;2;2;2;1;2;2;14;14;6;14;12;14;10;10;1;1;1;1;1;1;1;1;1;1;14;1;12;20;178;73;10;20;1725849;5850;5850;3500;African_Caribbean;123;14;16/12/2000;0;0;8257;;19270231
Mario Gonz†lez;S;26;122;125;Spain;Sporting Clube de Braga;7;10;12;13;12;6;13;12;7;6;10;10;5;12;11;13;8;11;9;9;11;12;14;8;13;6;10;7;16;14;10;12;13;15;12;12;12;7;16;5;14;2;3;2;1;3;2;3;3;2;3;3;14;11;6;12;15;11;12;15;1;1;1;1;1;1;1;1;1;1;14;1;14;20;184;76;10;20;352687;5950;5950;4251;Mediterranean_Hispanic;117;6;25/02/1996;0;0;6028;Oud-Heverlee Leuven;67216777
Freddy Fl¢rez;DM/M C;29;122;126;Colombia;Alianza Petrolera F.C. S.A.;4;8;10;6;12;7;12;10;13;13;12;8;13;12;12;14;13;12;12;11;12;12;10;14;10;13;12;14;12;13;14;11;12;12;13;14;14;9;8;14;12;3;3;1;1;2;3;2;1;1;3;4;15;9;10;11;11;12;9;11;1;1;1;8;1;10;20;1;18;1;1;1;1;1;177;62;11;20;354552;6100;6100;2700;Mediterranean_Hispanic;120;11;14/02/1993;0;0;6908;;76021570
Mark van der Maarel;D/WB RLC;32;122;123;Holland,Indonesia;FC Utrecht;7;9;8;5;11;5;11;8;15;13;11;7;14;11;15;13;15;11;12;9;12;16;6;15;11;13;15;16;13;10;13;9;13;12;15;12;15;9;12;6;16;1;4;3;3;1;2;1;3;3;2;2;10;11;4;20;11;15;11;15;1;15;18;20;12;17;10;1;1;1;1;1;1;1;177;75;10;20;1032903;6100;6100;4500;Northern_European;117;8;12/08/1989;0;0;2300;;37019861
Jorrit Hendrix;DM/M C;27;122;132;Holland;Fortuna DÅsseldorf;10;8;12;7;12;12;10;9;10;13;14;10;12;13;10;15;16;13;15;12;12;15;8;13;11;13;13;14;11;12;13;11;12;11;12;10;13;8;14;8;12;1;1;2;1;2;3;3;3;3;2;1;11;15;6;16;17;16;17;14;1;13;15;1;12;1;20;11;17;1;1;7;1;1;181;75;20;10;1549183;6100;6100;5500;Northern_European;119;5;06/02/1995;1;0;10000;;37041763
Jonatan Bauman;S;31;122;123;Argentina;Club Independiente del Valle;7;11;13;14;12;8;14;9;6;7;12;13;8;12;11;14;12;15;13;12;12;10;9;10;15;9;14;15;12;13;13;10;13;12;11;14;10;12;13;6;6;1;1;1;3;2;2;2;1;2;2;3;7;12;6;9;10;13;12;8;1;1;1;1;1;1;1;1;1;1;1;1;1;20;178;73;8;20;347975206;6111;6111;3256;Mediterranean_Hispanic;123;8;30/03/1991;0;0;5355;;14023038
Lucas Gamba;S R;35;122;131;Argentina;Liga Deportiva Universitaria de Quito;10;14;13;13;14;8;7;11;6;6;12;13;7;13;14;14;13;12;13;10;14;14;12;8;14;8;13;13;13;14;10;4;14;14;13;13;14;14;13;7;15;3;3;1;2;2;1;2;1;4;4;1;12;12;9;14;13;15;7;7;1;1;1;1;1;1;1;1;1;12;12;8;15;20;165;65;10;20;45118;6100;6100;3250;Mediterranean_Hispanic;118;8;24/06/1987;0;0;5355;;14022880
Florian Flick;D/DM/M C;22;122;138;Germany;FC Schalke 04;3;7;10;8;12;3;12;8;4;12;13;6;14;12;14;13;16;12;14;12;13;17;8;8;10;13;16;17;11;10;14;14;16;12;17;13;13;13;13;4;13;1;2;3;3;4;3;3;1;1;1;2;8;12;6;16;14;14;12;12;1;1;16;10;1;1;20;1;18;1;1;8;1;1;190;79;9;20;1774999;6100;6100;4107;Northern_European;120;2;01/05/2000;0;0;12466;;2000025214
Walmer Pacheco;D/WB R;27;122;138;Colombia;Club Deportivo Popular Junior F.C. S.A.;10;13;12;10;12;7;8;9;13;12;12;10;13;13;14;12;11;12;11;11;12;13;5;10;12;12;13;13;14;12;11;9;13;13;14;11;12;8;12;5;12;2;3;3;2;2;1;3;2;3;3;2;13;13;9;14;11;13;11;10;1;1;1;20;1;20;1;1;1;1;1;1;1;1;172;60;11;20;1016156;6162;6162;3078;Mediterranean_Hispanic;118;8;16/01/1995;0;0;7843;;76037265
Salvatore Esposito;DM/M C;21;122;157;Italy;SPAL;12;12;12;8;12;14;11;11;9;13;14;10;11;13;13;13;12;11;12;13;12;18;10;8;11;12;12;14;13;13;12;9;17;12;13;12;15;10;9;4;12;1;2;2;1;2;2;2;3;3;3;1;10;16;11;9;12;15;12;16;1;1;1;1;1;1;20;1;19;10;1;10;1;1;178;70;11;20;5685000;6100;6781;3922;Mediterranean_Hispanic;121;2;07/10/2000;0;0;11953;;43317730
AndrÇ Ferreira;GK;26;122;127;Portugal;Granada;3;2;3;1;10;8;7;3;3;2;11;1;2;10;11;11;13;10;13;11;11;12;3;7;2;13;14;13;12;14;10;15;13;11;12;11;10;10;12;12;10;15;8;12;13;14;13;12;16;9;10;12;12;11;6;14;7;14;15;13;20;1;1;1;1;1;1;1;1;1;1;1;1;1;193;79;7;20;1558388;6100;6100;4000;Mediterranean_Hispanic;123;5;29/05/1996;0;0;1495;;55070267
Yonatan Murillo;D/WB L;30;122;125;Colombia;Escuela Municipal Deportivo Binacional F£tbol Club;7;13;11;8;13;8;11;9;12;12;11;7;12;12;14;13;12;12;12;12;12;12;6;11;12;12;12;13;14;13;10;10;10;14;12;13;11;14;10;14;12;1;3;2;3;2;4;4;1;1;1;1;9;10;9;12;11;11;9;11;1;20;1;1;18;1;1;12;1;1;1;1;1;1;183;70;20;10;127547;6000;6000;2750;African_Caribbean;119;18;05/07/1992;0;0;2293;;76022018
Pedro Canelo;AM/S RLC;30;122;132;Argentina;Xoloitzcuintles de Tijuana;7;13;14;13;11;5;9;13;4;5;11;12;5;13;10;12;13;12;10;8;11;13;11;7;13;7;10;11;15;13;8;10;10;13;11;9;12;9;10;12;12;1;4;1;1;2;1;3;1;1;3;1;11;12;10;11;11;11;9;15;1;1;1;1;1;1;1;13;1;13;20;16;17;20;178;81;13;20;1393489;6025;6013;3513;Mediterranean_Hispanic;112;10;03/02/1992;0;0;8543;;14043971
Toti;D LC;23;122;138;Portugal,Guinea-Bissau;Wolverhampton Wanderers;10;10;10;6;9;10;13;4;10;13;11;5;14;11;13;12;13;12;9;10;12;12;5;8;10;14;14;12;12;11;13;14;14;12;14;15;11;10;10;5;10;3;2;3;2;1;2;1;1;1;1;2;19;13;5;11;13;14;13;13;1;15;20;1;13;1;1;1;1;1;1;1;1;1;187;83;20;12;7455404;6100;6100;3500;African_Caribbean;121;15;16/01/1999;0;0;9279;;83228401
Rafael Ramos;D/WB RL;27;122;127;Portugal;COR;12;13;12;8;11;10;9;8;14;9;11;9;14;11;15;12;8;9;11;11;11;14;11;9;9;11;12;13;15;14;12;6;15;14;13;13;9;13;11;10;13;3;3;1;2;4;2;1;1;1;3;2;9;13;12;9;10;16;8;13;1;15;1;20;10;17;1;6;1;13;1;1;7;1;172;70;8;20;1036890;6067;6082;4132;Mediterranean_Hispanic;112;4;09/01/1995;0;0;7712;;55070266
Ezequiel Fern†ndez;DM/M C;20;122;-75;Argentina;Club AtlÇtico Boca Juniors;10;10;12;11;14;10;10;12;4;12;15;9;15;13;9;11;11;12;9;11;15;11;5;10;11;15;11;14;13;10;11;6;6;11;10;8;20;9;5;11;14;3;1;2;3;1;1;1;2;2;2;1;19;11;3;13;10;11;10;20;1;1;1;1;1;1;20;12;19;1;1;1;1;1;178;76;20;12;5778337;6086;6086;3102;Mediterranean_Hispanic;119;9;25/07/2002;0;0;1261;Club AtlÇtico Tigre;14247304
Lucas Cunha;D C;25;122;130;Brazil;Gil Vicente Futebol Clube;6;7;8;8;11;7;12;7;8;15;12;10;11;11;15;13;14;11;10;11;10;12;8;12;7;15;14;13;12;13;12;14;13;12;13;13;13;12;12;10;8;3;3;3;2;3;2;2;2;2;3;2;15;12;6;14;13;12;12;10;1;1;20;5;1;1;1;1;1;1;1;1;1;1;186;80;12;20;1336497;6100;6100;4102;Mediterranean_Hispanic;121;5;23/01/1997;0;0;2149;;55083804
Jhonatan Agudelo;S;29;122;125;Colombia;C£cuta Deportivo F.C. S.A.;8;9;12;14;10;8;14;10;4;4;12;14;5;13;10;13;12;10;13;10;13;14;10;15;13;8;12;14;13;13;12;13;13;12;13;13;14;4;10;10;10;1;3;3;3;4;3;3;1;1;2;1;13;12;9;15;10;13;13;11;1;1;1;1;1;1;1;1;1;1;1;12;1;20;180;70;12;20;792196;6100;6100;3750;Mediterranean_Hispanic;122;8;17/12/1992;0;0;7693;;76038546
Emam Ashour;DM/M/AM LC;24;122;145;Egypt;Zamalek Sporting Club;9;13;15;12;14;11;8;16;9;12;14;6;12;13;13;11;14;10;12;14;12;11;14;8;11;12;13;14;12;13;13;8;13;13;13;10;14;10;12;6;14;1;3;2;3;2;1;1;2;3;1;2;15;9;2;12;12;9;3;19;1;1;1;1;1;1;18;1;20;1;16;11;12;1;181;0;12;20;3291748;6100;6100;3500;North_African__Middle_Eastern;127;4;20/02/1998;6;0;12273;;13229209
Oussama Tannane;AM/S RC;28;122;130;Morocco,Holland;N.E.C. Nijmegen;9;12;15;12;15;15;6;14;6;3;13;12;5;16;18;12;13;12;11;14;12;11;16;5;15;7;12;9;13;13;12;9;5;13;9;11;9;9;9;6;15;1;3;2;1;1;3;2;2;4;2;3;12;14;16;5;6;7;4;5;1;1;1;1;1;1;1;1;10;13;13;20;18;16;177;75;20;10;3167998;6000;6350;5250;North_African__Middle_Eastern;119;10;23/03/1994;9;2;3499;;37041759
Luciano Ospina;D C;31;122;130;Colombia;Alianza Petrolera F.C. S.A.;7;8;7;6;10;6;14;7;10;13;10;8;13;8;14;12;13;12;11;11;12;13;10;15;9;14;13;12;11;12;13;15;12;11;13;14;10;13;7;12;8;3;2;3;1;2;3;3;1;1;3;3;12;11;11;13;12;12;11;9;1;1;20;10;1;1;1;1;1;1;1;1;1;1;190;78;10;20;235068;6050;6050;2950;Mixed_Race;120;11;18/02/1991;0;0;6660;;76015359
Damien Da Silva;D C;34;122;131;France,Portugal;Olympique Lyonnais;5;5;6;8;11;6;14;8;6;15;11;6;14;11;15;15;16;12;14;12;13;16;7;12;8;13;16;15;9;11;15;13;11;9;15;15;12;16;14;10;8;1;2;1;2;3;1;2;1;3;1;1;14;14;6;14;13;15;10;12;1;1;20;12;1;10;14;1;1;1;1;1;1;1;184;83;6;20;102445;5994;6094;3994;Mediterranean_Hispanic;123;6;17/05/1988;0;0;7795;;34005782
Leart Paqarada;D/WB L;27;122;125;Kosovo,Germany,Albania;FC St. Pauli;13;15;11;8;12;15;10;14;14;11;13;10;12;13;12;12;10;12;12;13;12;12;13;8;12;12;13;12;13;12;12;11;16;14;14;9;15;8;15;8;10;4;1;2;2;3;1;2;3;2;3;2;8;14;8;13;12;14;12;10;1;20;8;1;18;1;1;14;1;1;12;1;1;1;184;76;20;8;1146293;6021;5771;4268;Mediterranean_Hispanic;119;6;08/10/1994;24;1;6232;;91108276
Bryan Rovira;DM/M C;25;122;130;Colombia;AtlÇtico Nacional S.A.;11;12;13;11;13;13;9;10;4;12;13;4;13;13;10;12;12;12;13;12;13;13;11;13;12;12;13;13;13;12;12;10;12;12;13;13;12;11;11;8;10;2;1;2;1;2;2;4;3;2;1;3;12;11;11;12;11;11;11;10;1;1;1;1;1;1;20;1;18;1;1;1;1;1;177;75;10;20;984413;5964;5964;2914;Mediterranean_Hispanic;122;8;02/12/1996;0;0;6845;Club Deportes Tolima S.A.;76023036
Pier Barrios;D RC;32;122;122;Argentina;Club Deportivo Godoy Cruz Antonio Tomba;4;9;8;8;10;6;14;10;13;14;11;5;14;11;14;13;14;9;11;12;11;11;9;11;9;14;13;15;11;10;14;12;15;12;14;15;11;16;12;8;9;1;3;4;1;2;1;2;2;1;1;1;7;11;7;13;8;9;7;11;1;13;20;15;10;15;1;1;1;10;1;1;1;1;181;83;10;20;347975206;5850;5850;3750;Mediterranean_Hispanic;120;10;01/07/1990;0;0;4597;;14010361
Jonatan G¢mez;M C;32;122;135;Argentina;Asociaci¢n AtlÇtica Argentinos Juniors;13;13;13;11;13;13;6;12;8;10;15;11;12;13;13;12;11;11;11;14;14;13;14;7;14;12;12;13;12;13;11;8;12;11;12;10;11;10;11;7;15;3;2;2;3;1;1;3;3;3;1;2;13;15;13;12;11;12;14;9;1;1;1;1;1;1;12;6;20;10;4;14;8;1;171;71;10;20;1294019;6000;6000;3400;Mediterranean_Hispanic;122;8;21/12/1989;0;0;5633;Racing Club de Avellaneda;14011211
Juan Carlos Pereira;M C;29;122;123;Colombia;Azul y Blanco Millonarios F£tbol Club S. A.;3;5;11;9;12;5;10;11;8;13;13;14;14;13;12;13;13;13;13;12;13;13;7;13;11;14;12;14;13;13;13;12;12;13;13;14;13;9;5;14;10;4;3;1;3;3;3;1;3;2;1;2;11;10;9;13;9;11;9;8;1;1;10;1;1;1;12;1;20;1;1;1;1;1;182;75;8;20;734999;5921;5921;2830;Mixed_Race;122;7;08/02/1993;0;0;7161;;76016472
Juan David PÇrez;AM RL;31;122;145;Colombia;AmÇrica de Cali S.A.;12;12;13;13;12;11;12;12;4;5;12;13;4;12;13;12;9;12;13;12;11;12;12;13;13;8;13;12;13;13;12;7;13;13;12;12;11;12;5;11;14;1;3;1;3;3;3;3;1;1;1;1;12;10;11;13;11;12;11;10;1;1;1;1;1;1;1;1;1;1;17;1;20;15;170;72;13;20;237105;6134;6134;4247;Mixed_Race;119;12;23/03/1991;0;0;8061;;76023875
Maximilian Wittek;D/WB L;26;122;126;Germany;Vitesse;14;14;10;8;12;13;8;13;15;10;13;10;11;14;17;10;14;11;10;12;11;14;13;7;12;9;14;17;14;14;10;7;13;13;15;7;14;14;11;12;14;1;3;3;1;2;2;1;2;2;3;2;8;12;9;14;10;13;11;11;1;20;1;12;20;1;10;14;1;12;14;1;12;1;170;66;20;8;3512208;5995;5995;3800;Northern_European;112;4;21/08/1995;0;0;4999;;91124147
Carlos Quintana;D C;34;122;130;Argentina;Asociaci¢n AtlÇtica Argentinos Juniors;6;9;7;6;8;7;16;9;10;15;6;10;14;6;17;14;16;13;12;8;13;14;7;14;10;17;15;15;7;7;12;17;15;6;14;15;15;11;14;9;5;2;3;3;1;4;1;2;3;3;1;1;13;12;14;12;12;14;8;6;1;1;20;1;1;1;1;1;1;1;1;1;1;1;191;88;20;8;405856;6185;6185;3540;Mediterranean_Hispanic;123;2;11/03/1988;0;0;8270;Club AtlÇtico Patronato de la Juventud Cat¢lica;14007249
